"행정구역별(1)","행정구역별(2)",인구현황별(1),인구현황별(2),2019
"경기도","과천시",외국인등록인구수 (명),여자,91
"경기도","과천시",인구밀도 (명/㎢),소계,1625.01
"경기도","과천시",인구증가율 (%),소계,0.25
"경기도","구리시",면적 (㎢),소계,33.33
"경기도","구리시",전년말주민등록인구수 (명),소계,203553
"경기도","구리시",성별 (명),소계,199265
"경기도","구리시",성별 (명),남자,98968
"경기도","구리시",성별 (명),여자,100297
"경기도","구리시",연령별 (명),소계,199265
"경기도","구리시",연령별 (명),0~14세(유소년),25048
"경기도","구리시",연령별 (명),15~64세(생산가능),149058
"경기도","구리시",연령별 (명),65세이상(고령),25159
"경기도","구리시",외국인등록인구수 (명),소계,1490
"경기도","구리시",외국인등록인구수 (명),남자,750
"경기도","구리시",외국인등록인구수 (명),여자,740
"경기도","구리시",인구밀도 (명/㎢),소계,5978.55
"경기도","구리시",인구증가율 (%),소계,-2.11
"경기도","남양주시",면적 (㎢),소계,458.12
"경기도","남양주시",전년말주민등록인구수 (명),소계,681828
"경기도","남양주시",성별 (명),소계,701830
"경기도","남양주시",성별 (명),남자,349664
"경기도","남양주시",성별 (명),여자,352166
"경기도","남양주시",연령별 (명),소계,701830
"경기도","남양주시",연령별 (명),0~14세(유소년),105943
"경기도","남양주시",연령별 (명),15~64세(생산가능),502880
"경기도","남양주시",연령별 (명),65세이상(고령),93007
"경기도","남양주시",외국인등록인구수 (명),소계,7477
"경기도","남양주시",외국인등록인구수 (명),남자,4619
"경기도","남양주시",외국인등록인구수 (명),여자,2858
"경기도","남양주시",인구밀도 (명/㎢),소계,1531.98
"경기도","남양주시",인구증가율 (%),소계,2.93
"경기도","오산시",면적 (㎢),소계,42.71
"경기도","오산시",전년말주민등록인구수 (명),소계,220070
"경기도","오산시",성별 (명),소계,226379
"경기도","오산시",성별 (명),남자,116904
"경기도","오산시",성별 (명),여자,109475
"경기도","오산시",연령별 (명),소계,226379
"경기도","오산시",연령별 (명),0~14세(유소년),37930
"경기도","오산시",연령별 (명),15~64세(생산가능),168192
"경기도","오산시",연령별 (명),65세이상(고령),20257
"경기도","오산시",외국인등록인구수 (명),소계,9696
"경기도","오산시",외국인등록인구수 (명),남자,5083
"경기도","오산시",외국인등록인구수 (명),여자,4613
"경기도","오산시",인구밀도 (명/㎢),소계,5300.37
"경기도","오산시",인구증가율 (%),소계,2.87
"경기도","시흥시",면적 (㎢),소계,138.66
"경기도","시흥시",전년말주민등록인구수 (명),소계,448687
"경기도","시흥시",성별 (명),소계,473682
"경기도","시흥시",성별 (명),남자,247804
"경기도","시흥시",성별 (명),여자,225878
"경기도","시흥시",연령별 (명),소계,473682
"경기도","시흥시",연령별 (명),0~14세(유소년),70647
"경기도","시흥시",연령별 (명),15~64세(생산가능),361632
"경기도","시흥시",연령별 (명),65세이상(고령),41403
"경기도","시흥시",외국인등록인구수 (명),소계,34697
"경기도","시흥시",외국인등록인구수 (명),남자,20784
"경기도","시흥시",외국인등록인구수 (명),여자,13913
"경기도","시흥시",인구밀도 (명/㎢),소계,3416.14
"경기도","시흥시",인구증가율 (%),소계,5.57
"경기도","군포시",면적 (㎢),소계,36.42
"경기도","군포시",전년말주민등록인구수 (명),소계,276916
"경기도","군포시",성별 (명),소계,275852
"경기도","군포시",성별 (명),남자,136878
"경기도","군포시",성별 (명),여자,138974
"경기도","군포시",연령별 (명),소계,275852
"경기도","군포시",연령별 (명),0~14세(유소년),35356
"경기도","군포시",연령별 (명),15~64세(생산가능),206770
"경기도","군포시",연령별 (명),65세이상(고령),33726
"경기도","군포시",외국인등록인구수 (명),소계,7010
"경기도","군포시",외국인등록인구수 (명),남자,3670
"경기도","군포시",외국인등록인구수 (명),여자,3340
"경기도","군포시",인구밀도 (명/㎢),소계,7574.19
"경기도","군포시",인구증가율 (%),소계,-0.38
"경기도","의왕시",면적 (㎢),소계,53.99
"경기도","의왕시",전년말주민등록인구수 (명),소계,153932
"경기도","의왕시",성별 (명),소계,161153
"경기도","의왕시",성별 (명),남자,80353
"경기도","의왕시",성별 (명),여자,80800
"경기도","의왕시",연령별 (명),소계,161153
"경기도","의왕시",연령별 (명),0~14세(유소년),19843
"경기도","의왕시",연령별 (명),15~64세(생산가능),120487
"경기도","의왕시",연령별 (명),65세이상(고령),20823
"경기도","의왕시",외국인등록인구수 (명),소계,1191
"경기도","의왕시",외국인등록인구수 (명),남자,591
"경기도","의왕시",외국인등록인구수 (명),여자,600
"경기도","의왕시",인구밀도 (명/㎢),소계,2984.87
"경기도","의왕시",인구증가율 (%),소계,4.69
"경기도","하남시",면적 (㎢),소계,92.99
"경기도","하남시",전년말주민등록인구수 (명),소계,254415
"경기도","하남시",성별 (명),소계,272455
"경기도","하남시",성별 (명),남자,136985
"경기도","하남시",성별 (명),여자,135470
"경기도","하남시",연령별 (명),소계,272455
"경기도","하남시",연령별 (명),0~14세(유소년),41927
"경기도","하남시",연령별 (명),15~64세(생산가능),196931
"경기도","하남시",연령별 (명),65세이상(고령),33597
"경기도","하남시",외국인등록인구수 (명),소계,2279
"경기도","하남시",외국인등록인구수 (명),남자,1324
"경기도","하남시",외국인등록인구수 (명),여자,955
"경기도","하남시",인구밀도 (명/㎢),소계,2929.94
"경기도","하남시",인구증가율 (%),소계,7.09
"경기도","용인시",면적 (㎢),소계,591.26
"경기도","용인시",전년말주민등록인구수 (명),소계,1035126
"경기도","용인시",성별 (명),소계,1059609
"경기도","용인시",성별 (명),남자,525946
"경기도","용인시",성별 (명),여자,533663
"경기도","용인시",연령별 (명),소계,1059609
"경기도","용인시",연령별 (명),0~14세(유소년),166125
"경기도","용인시",연령별 (명),15~64세(생산가능),759667
"경기도","용인시",연령별 (명),65세이상(고령),133817
"경기도","용인시",외국인등록인구수 (명),소계,18982
"경기도","용인시",외국인등록인구수 (명),남자,10931
"경기도","용인시",외국인등록인구수 (명),여자,8051
"경기도","용인시",인구밀도 (명/㎢),소계,1792.12
"경기도","용인시",인구증가율 (%),소계,2.37
"경기도","파주시",면적 (㎢),소계,673.23
"경기도","파주시",전년말주민등록인구수 (명),소계,451848
"경기도","파주시",성별 (명),소계,454040
"경기도","파주시",성별 (명),남자,230461
"경기도","파주시",성별 (명),여자,223579
"경기도","파주시",연령별 (명),소계,454040
"경기도","파주시",연령별 (명),0~14세(유소년),69512
"경기도","파주시",연령별 (명),15~64세(생산가능),323865
"경기도","파주시",연령별 (명),65세이상(고령),60663
"경기도","파주시",외국인등록인구수 (명),소계,11572
"경기도","파주시",외국인등록인구수 (명),남자,8407
"경기도","파주시",외국인등록인구수 (명),여자,3165
"경기도","파주시",인구밀도 (명/㎢),소계,674.42
"경기도","파주시",인구증가율 (%),소계,0.49
"경기도","이천시",면적 (㎢),소계,461.42
"경기도","이천시",전년말주민등록인구수 (명),소계,214206
"경기도","이천시",성별 (명),소계,215834
"경기도","이천시",성별 (명),남자,111244
"경기도","이천시",성별 (명),여자,104590
"경기도","이천시",연령별 (명),소계,215834
"경기도","이천시",연령별 (명),0~14세(유소년),30743
"경기도","이천시",연령별 (명),15~64세(생산가능),155846
"경기도","이천시",연령별 (명),65세이상(고령),29245
"경기도","이천시",외국인등록인구수 (명),소계,7515
"경기도","이천시",외국인등록인구수 (명),남자,4654
"경기도","이천시",외국인등록인구수 (명),여자,2861
"경기도","이천시",인구밀도 (명/㎢),소계,467.76
"경기도","이천시",인구증가율 (%),소계,0.76
"경기도","안성시",면적 (㎢),소계,553.42
"경기도","안성시",전년말주민등록인구수 (명),소계,183579
"경기도","안성시",성별 (명),소계,183405
"경기도","안성시",성별 (명),남자,94227
"경기도","안성시",성별 (명),여자,89178
"경기도","안성시",연령별 (명),소계,183405
"경기도","안성시",연령별 (명),0~14세(유소년),23656
"경기도","안성시",연령별 (명),15~64세(생산가능),129020
"경기도","안성시",연령별 (명),65세이상(고령),30729
"경기도","안성시",외국인등록인구수 (명),소계,11802
"경기도","안성시",외국인등록인구수 (명),남자,7638
"경기도","안성시",외국인등록인구수 (명),여자,4164
"경기도","안성시",인구밀도 (명/㎢),소계,331.40
"경기도","안성시",인구증가율 (%),소계,-0.09
"경기도","김포시",면적 (㎢),소계,276.61
"경기도","김포시",전년말주민등록인구수 (명),소계,423170
"경기도","김포시",성별 (명),소계,437221
"경기도","김포시",성별 (명),남자,219552
"경기도","김포시",성별 (명),여자,217669
"경기도","김포시",연령별 (명),소계,437221
"경기도","김포시",연령별 (명),0~14세(유소년),75751
"경기도","김포시",연령별 (명),15~64세(생산가능),309192
"경기도","김포시",연령별 (명),65세이상(고령),52278
"경기도","김포시",외국인등록인구수 (명),소계,20335
"경기도","김포시",외국인등록인구수 (명),남자,15890
"경기도","김포시",외국인등록인구수 (명),여자,4445
"경기도","김포시",인구밀도 (명/㎢),소계,1580.64
"경기도","김포시",인구증가율 (%),소계,3.32
"경기도","화성시",면적 (㎢),소계,697.77
"경기도","화성시",전년말주민등록인구수 (명),소계,758722
"경기도","화성시",성별 (명),소계,815396
"경기도","화성시",성별 (명),남자,422470
"경기도","화성시",성별 (명),여자,392926
"경기도","화성시",연령별 (명),소계,815396
"경기도","화성시",연령별 (명),0~14세(유소년),155398
"경기도","화성시",연령별 (명),15~64세(생산가능),590564
"경기도","화성시",연령별 (명),65세이상(고령),69434
"경기도","화성시",외국인등록인구수 (명),소계,40553
"경기도","화성시",외국인등록인구수 (명),남자,29198
"경기도","화성시",외국인등록인구수 (명),여자,11355
"경기도","화성시",인구밀도 (명/㎢),소계,1168.57
"경기도","화성시",인구증가율 (%),소계,7.47
"경기도","광주시",면적 (㎢),소계,430.99
"경기도","광주시",전년말주민등록인구수 (명),소계,363782
"경기도","광주시",성별 (명),소계,372654
"경기도","광주시",성별 (명),남자,190774
"경기도","광주시",성별 (명),여자,181880
